Location,Hospital_Name,State,District,Pincode,Hospital_Fax,Website
"3275, 1/A-1, Ramakrishnapuram, OppositeTo Manimandap, Thanjavur",N.M. Hospital Pvt. Ltd,Tamil Nadu,Thanjavur,613007,0,0
"Arulananda Nagar,Thanjavur",Our Lady Of Health Hospital,Tamil Nadu,Thanjavur,613007,0,0
"35/3125, V.O.C. Nagar, Trichy Road, Near Lic Jeevan Chola",Right Hospital,Tamil Nadu,Thanjavur,613007,04362    279896,0
"81/1 Arulananda Nagar,3Km From New Bus Stand,Pudukottai Road.",Rohini Hospital,Tamil Nadu,Thanjavur,613007,279807,0
"Ii Nd St, Rajappanagar,Medical College Road.",S.B.Hospital,Tamil Nadu,Thanjavur,613007,0,0
"15-A, Selvam Nagar, Medical College Road, Thanjavur",Suriya Medical Centre,Tamil Nadu,Thanjavur,613007,0,0
"3120 & 3121, Trichy Road, Thanjavur",Vinodhagan Memorial Hospital,Tamil Nadu,Thanjavur,613007,0,0
"Near Big Temple / Sivaganga Garden,.",M.V.K.Nursing Home,Tamil Nadu,Thanjavur,613009,0,0
"1886, South Main Street,",Raja Rajan Nursing Home,Tamil Nadu,Thanjavur,613009,0,0
"1624, South Main Street, (Near Singaram Medical) Thanjavur",Royal Hospital,Tamil Nadu,Thanjavur,613009,0,0
"2896,South Main Street, Thanjavur",Thanga Saradha Nursing Home,Tamil Nadu,Thanjavur,613009,0,0
"No. 62, Pilliyar Kovil Street",Elangovan Hospital,Tamil Nadu,Thanjavur,614601,0,0
"No.66, Chinnaiah Street,",Kanakesa Thevar Memorial Hospital Pvt. Ltd.,Tamil Nadu,Thanjavur,614601,0,0
"16,High School Road,Pattukkottai",Sri Kumarun Hospital,Tamil Nadu,Thanjavur,614601,0,0
"28,Nadimmuttu Nagar,Pattukootai",K R Nursing Home,Tamil Nadu,Thanjavur,614602,0,0
"No. 43, Pillaiyar Kovil Street Pattukkottai",Sangeetha Hospital,Tamil Nadu,Thanjavur,614602,0,0
"49/5 S.R.Complex Soukkandi St., Pattukkottai",G.R.A.M. Hospital,Tamil Nadu,Thanjavur,614701,0,0
"Sethu Road, Peravurani",Aarokkiyaa Hospital,Tamil Nadu,Thanjavur,614804,0,0
Blue Mountain School Road,Ooty Hospital,Tamil Nadu,The Nilgiris,643001,0,0
"Havelock Road, Ooty",Parvathy Medical Centre,Tamil Nadu,The Nilgiris,643001,0,0
"Coonoor Road, Nilgiris",S M Hospital,Tamil Nadu,The Nilgiris,643001,0,0
"Blue Mountain School Road,.",Shiva Shakthi Multi Speciality Centre,Tamil Nadu,The Nilgiris,643001,0,0
"4/B2, Coonoor Road Elkhill Junction, Ootacamund",The Eye Foundation,Tamil Nadu,The Nilgiris,643001,0,0
"39/56, Off Ettines Road Ootacamund Ootacamund",Vijaya Hospital,Tamil Nadu,The Nilgiris,643001,0,0
M.Palada M.Palada,Good Shepherd International School Hospital,Tamil Nadu,The Nilgiris,643004,255038,0
Near Y W C A Coonoor,Nankem Hospital,Tamil Nadu,The Nilgiris,643101,0,0
Grays Hill,Pushpa Hospital,Tamil Nadu,The Nilgiris,643101,2232026,0
"Balaclava Hill, Coonoor 643 102",Sagayamatha Hospital,Tamil Nadu,The Nilgiris,643102,0,0
6/111 Ooty Road Rajagopalapuram Gudalur,Gudapur Medical Centre Pvt Ltd,Tamil Nadu,The Nilgiris,643212,0,0
"Gudalur Bazar, P.O. Gudalur",Pushpgiri Mission Hospital,Tamil Nadu,The Nilgiris,643212,0,0
Cotherstone Kotagiri Kotagiri,Holy Family Mission Hospital,Tamil Nadu,The Nilgiris,643217,0,0
",.",Kotagiri Medical Fellowship Hospital,Tamil Nadu,The Nilgiris,643217,0,0
Vaigai Road Andipatti Andipatti,Andal Hospital,Tamil Nadu,Theni,625512,0,0
11-1-306 Theni Road Andipatti Andipatti,Palaniammal Childrens Hospital,Tamil Nadu,Theni,625512,0,0
Vaigai Road Andipatti Andipatti,Rajam Clinic,Tamil Nadu,Theni,625512,0,0
"Sakkampatti, Andipatti",S V S Meenakshi Hospital,Tamil Nadu,Theni,625512,0,0
"Opposite To Bus Stand,51,Uthamapalayam Road",Arun Hospital,Tamil Nadu,Theni,625513,0,0
"Thendral Nagar,Bodinayakanur-",Deepam Hospital,Tamil Nadu,Theni,625513,0,0
"Thevaram Road, Bodinayakanur, Theni Disrtict,",Shanmugam Clinic,Tamil Nadu,Theni,625513,0,0
"New No. 37, 2Nd New Street, Kulalarpalayam, Bodinayakanur",Venkateshwara Hospital,Tamil Nadu,Theni,625513,0,0
"16/4, Markayankottai Road Chinnamnur",Lakshmi Maternity And Childrens Hospitals,Tamil Nadu,Theni,625515,0,0
"No. 82, Kuttrya Pillair Street, Cumbum",Mohan Clinic and Nursing Home,Tamil Nadu,Theni,625516,0,0
No-371 Periyakulam Road,Aravind Eye Hospital,Tamil Nadu,Theni,625531,0,0
"No. 356, Aranmanaipudur Road",Gayathree Medical Center,Tamil Nadu,Theni,625531,0,0
"54, Periyakulam Rd,,Allinagaram.",Kohila Hospital,Tamil Nadu,Theni,625531,252637,0
293 Periyakulam Road Theni,Krishnammal Memorial Hospital,Tamil Nadu,Theni,625531,0,0
"588,Madurai Road,Bangalow Medu.",Kulasekaran Hospital,Tamil Nadu,Theni,625531,0,0
"3-1-54A, Cumbum Road, Opp Rmtc Depot.Pc Patty.",Manis Hospital,Tamil Nadu,Theni,625531,0,0
"132, Madurai Main Road",N. R. T. Hospital,Tamil Nadu,Theni,625531,0,0
63/2 Lake Road Sri Ram Nagar,Nalam Hospital And Speciality Care Centre,Tamil Nadu,Theni,625531,0,0
"10-E.B. Road, Theni",Sekar Nursing Home,Tamil Nadu,Theni,625531,0,0
702 Madhurai Road Theni,Sree Mohan Hospital,Tamil Nadu,Theni,625531,0,0
"60 Feet Scheme Rd,,Kottaikalam.",Sri Sairam Hospital,Tamil Nadu,Theni,625531,0,0
"23, Miranda Lane Old G.H.Road",Suham Hospital,Tamil Nadu,Theni,625531,0,0
"Periyakulam Road,",Udaya Nursing Home,Tamil Nadu,Theni,625531,0,0
"440 & 440 A, Nehruji Road,(Periyakuam Road)",Vasan Eye Care Hospital,Tamil Nadu,Theni,625531,0,0
"Cumbum Road,.",Vidhya Hospital,Tamil Nadu,Theni,625531,0,0
"Thenkarai,Vaigae Dam Road,.",Christian Hospital,Tamil Nadu,Theni,625601,0,0
"16/31, Analkatti Maidan,Tiruchirapalli,",Al Ameen Nursing Home,Tamil Nadu,Tiruchirappalli,620001,0,0
"34/ 1-First Cross Vn Ngar Karur Bye Pass Road, Near Chathiram Bus Stand Tiruchirapalli",Atlas Hospital,Tamil Nadu,Tiruchirappalli,620001,0,0
"103-A, Salai Road,Woraiyur,Tiruchirappalli",Bone and Joint Hospital,Tamil Nadu,Tiruchirappalli,620001,0,0
Cooperative Society Thuraiyur Thuraiyur  Dist Trichy,Br Nursing Home,Tamil Nadu,Tiruchirappalli,620001,0,0
"C.J. Hospital, P. Box. No. 17,Cantonment,Next To All India Radio.",Child Jesus Hospital,Tamil Nadu,Tiruchirappalli,620001,0,0
"6, Officer`S Colony Puthur,",Dr A Govindarajan Eye Hospital,Tamil Nadu,Tiruchirappalli,620001,0,0
"37&39, Chinthamani Bazaar ( Near Anna Statue ) Trichy",Frontline Hospital and Research Institute,Tamil Nadu,Tiruchirappalli,620001,0,0
"5, Collector Office Road, Cantonment",Indira Seshadri Nursing Home,Tamil Nadu,Tiruchirappalli,620001,0,0
"No:5, Collector Office Road, Raja Colony Trichy",Is Nursing Home(Indira Seshadri Nursing Home),Tamil Nadu,Tiruchirappalli,620001,0,0
"Post Box No:138, Melapudhur,General Post Office,.",Joseph Eye Hospital (Institute Of Ophthalmology),Tamil Nadu,Tiruchirappalli,620001,0,0
"A12, 11Th Cross Street(West), Thillainagar",Karp Nursing Home,Tamil Nadu,Tiruchirappalli,620001,0,0
"No 6, Royal Road Cantonment Road, Trichy",Kmc Specialty Hospitals Limited,Tamil Nadu,Tiruchirappalli,620001,0,0
"91, Butterworth Road, Near Chatram Bus Stand Trichy",M.S Hospitals Senthil Nursing Home,Tamil Nadu,Tiruchirappalli,620001,0,0
"3-A/108, Bharathiar Salai,Contonment.",New Aarthy Hospital,Tamil Nadu,Tiruchirappalli,620001,0,0
"25, Vekatesan Road",Prabhu Nursing Home,Tamil Nadu,Tiruchirappalli,620001,4021782,0
"10/3, Parvathipuram, 1St Street, Thuraiyur Road, Musiri",Sankara Eye Care,Tamil Nadu,Tiruchirappalli,620001,0,0
"No.6, Royal Road, Tiruchirapally",Sea Horse Hospitals Ltd.,Tamil Nadu,Tiruchirappalli,620001,0,0
"D 108, 9Th Cross, East, Thillainagar",Sethu Ent Research Center,Tamil Nadu,Tiruchirappalli,620001,0,0
"26, Ram Nagar Karumandapam, Trichy",Shri Ram Nursing Home,Tamil Nadu,Tiruchirappalli,620001,0,0
"95, Big Sowrastra Street,",Shrimuthu Nursing Home,Tamil Nadu,Tiruchirappalli,620001,0,0
"15,Benwells Road,Tiruchy-",Shyamala Nursing Home,Tamil Nadu,Tiruchirappalli,620001,0,0
"No. 6, Royal Road, Cantonment",Sri Kavery Medical Care(Trichy) (P) Ltd.,Tamil Nadu,Tiruchirappalli,620001,0,0
"73, C/23, Salai Road, Trichirappalli,",Sri Krishna Clinic,Tamil Nadu,Tiruchirappalli,620001,0,0
"22-A, Trunk Road, Thiruvanaikovil, Trichy -",Sri Venkateswara Hospitals,Tamil Nadu,Tiruchirappalli,620001,0,0
"103 A/2, Devar Colony, 1St Cross, Thillai Nagar",Tilak Hospitals,Tamil Nadu,Tiruchirappalli,620001,0,0
"New No.159, Salai Road,Thillaingar,Tiruchirappalli- 620001",Vaishali Digestive Diseases Care.,Tamil Nadu,Tiruchirappalli,620001,0,0
"Karur Bypass Road, Near Chatram Bus Stand,Thrichirapalli",Kidney Park,Tamil Nadu,Tiruchirappalli,620002,0,0
"39, Karur By Pass Road",Mani Memorial Medicare Hospital,Tamil Nadu,Tiruchirappalli,620002,0,0
"No 39, Karur By Pass Road Near Kalaignar Arivalayam Trichy",Mmm Hospitals,Tamil Nadu,Tiruchirappalli,620002,0,0
"91, Butterworth Road,Near Chatram Bust Stand.",Senthil Nursing Home,Tamil Nadu,Tiruchirappalli,620002,0,0
"10, Town Railway Station Road,Near Town Railway Station.",Thirumurugan Hospital,Tamil Nadu,Tiruchirappalli,620002,0,0
Worior Trichy,C.S.I. Mission General Hospital,Tamil Nadu,Tiruchirappalli,620003,0,0
"13-A, Thiruthanthoni Road, Woraiyur, Trichy",Jeyam Nursing Home,Tamil Nadu,Tiruchirappalli,620003,0,0
"20, 21, Vivekananda Hospital,Near Csi Mission Hospital,Wouriur.",Ramakrishna Nursing Home,Tamil Nadu,Tiruchirappalli,620003,0,0
"95,Big Sowrasta Street Woraiyur Main Road",Sri Muthu Nursing Home,Tamil Nadu,Tiruchirappalli,620003,0,0
"6 A/8, First Main Road,Ramalinganagar,Woraiyur.",Stephen Nursing Home,Tamil Nadu,Tiruchirappalli,620003,0,0
"No: 6A/7, First Main Road, Ramalinga Nagar, Woraiyur, Trichy",Sudharsana Hospital,Tamil Nadu,Tiruchirappalli,620003,0,0
"32, Gandhi Rd,,T.V.Kovil .",Rajendhira Hospital,Tamil Nadu,Tiruchirappalli,620005,2231945,0
"Chennai Trunk Road, Thiruvanai Koil,",Sri Balaji Hospital,Tamil Nadu,Tiruchirappalli,620005,0,0
"Rao Bahadur Ganapati Colony,T.V Koil Tiruchirapalli",Sri Dhanvanthri Nursing Home,Tamil Nadu,Tiruchirappalli,620005,0,0
"5, Ranganatha Puram East, Srirangam, Trichy",G.V.N. Insitute Of Medical Sciences Dr. Pankajm Si,Tamil Nadu,Tiruchirappalli,620006,0,0
"No. 684, Ragavendra Complex, Amma Mandapam Road, Srirangam - 6,",Lakshmi Eye Hospital,Tamil Nadu,Tiruchirappalli,620006,0,0
"5,Ranganatha Puram East,Srirangam,Trichy",Pankajam Sitharam Nursing Home,Tamil Nadu,Tiruchirappalli,620006,0,0
"New No. 76, Gandhi Road, Srirangam, Trichy",Rengasri Child Care Clinic,Tamil Nadu,Tiruchirappalli,620006,0,0
"16/4, Gandhi Road, Srirangam",Sreedevi Hospital,Tamil Nadu,Tiruchirappalli,620006,0,0
"No 14, Renganathapuram, Srirangam, Trichy",Vasan Eye Care Hospital(Unit Of Vasan Health Care Pvt Ltd),Tamil Nadu,Tiruchirappalli,620006,0,0
"12, Wireless Road,Airport,Kamaraj Nagar,.",Thilagavathy Hospital,Tamil Nadu,Tiruchirappalli,620007,0,0
"27,Babu RoadTrichy,",Dr G.Viswanathan Speciality Hospital,Tamil Nadu,Tiruchirappalli,620008,0,0
"46, Singarathope Trichy Trichy",Gvn Hospital,Tamil Nadu,Tiruchirappalli,620008,0,0
"Deeran Nagar, Trichy",Navin Medical Centre,Tamil Nadu,Tiruchirappalli,620009,0,0
"A9, 11Th Cross West,Thillai Nagar,Trichy",Neuro Center,Tamil Nadu,Tiruchirappalli,620012,0,0
"47,47-A, Puthur Road,Puthur Trichy",Olympia Hospital,Tamil Nadu,Tiruchirappalli,620012,0,0
"No:15, 2Rd CrossThillai Nagar Mn Rd, Trichy.",Trp Clinic Zone,Tamil Nadu,Tiruchirappalli,620012,0,0
"No.6,Officers Colony,Puthur,Trichy-620017",Eye Care Hospitals,Tamil Nadu,Tiruchirappalli,620014,0,0
"No:B-35(S), 11Th Cross East, Thillainagar, Trichy",Sree Paduka Speciality Hospital,Tamil Nadu,Tiruchirappalli,620014,0,0
"3, First Cross West Extension, Thillai Nagar, Trichy",Jagadha Hospital,Tamil Nadu,Tiruchirappalli,620016,0,0
"No. 6, Thiruvika Nagar, Vannarapettai Corner, Opposite To Guru Medical, Puthur",Arul Hospital,Tamil Nadu,Tiruchirappalli,620017,0,0
Trichy,Assured Best Care Hospital,Tamil Nadu,Tiruchirappalli,620017,0,0
"50, Bishop Road ; Puthur ; Trichy",Deepan Nursing Home,Tamil Nadu,Tiruchirappalli,620017,0,0
"No. 31-A Mohanur Road, Namakkal",Deepthi Hospital,Tamil Nadu,Tiruchirappalli,620017,0,0
"Surya Avenue, Aryna Nagar, Puthur",Friends Eye Hospital,Tamil Nadu,Tiruchirappalli,620017,0,0
"No. 5, Vayaloor Road, Opposite Bishop Heber College Ground, Near Puthur Nal Road, Puthur",Gitanjali Medical Center - Tiruchirapalli,Tamil Nadu,Tiruchirappalli,620017,4030111,0
"21-B, Jaganathapuram,Puthur.",Janet Hospital,Tamil Nadu,Tiruchirappalli,620017,2792210,0
No 1 K C Road Tennur  Trichy,Kauvery Hospital,Tamil Nadu,Tiruchirappalli,620017,0,0
"No-10,Vishwanathpuram,Tennur",Kerala Ayurvedic Hospital,Tamil Nadu,Tiruchirappalli,620017,0,0
"Rishivanam, 6-B, Vayalur Road,Puthur.",Kingsley's Kids Clinic,Tamil Nadu,Tiruchirappalli,620017,0,0
"No1, K C Road Tennur, Trichy",Kmc Heart City Hospital,Tamil Nadu,Tiruchirappalli,620017,0,0
"No. 6, Seshapurm,Tennurtiruchiappalli",Mahathma Eye Hospital,Tamil Nadu,Tiruchirappalli,620017,0431  2742400,0
95 Pattabiraman Street Tennur Trichy,Maruti Hospital,Tamil Nadu,Tiruchirappalli,620017,0,0
"Heart Clinic 48/2,V>O>C> Road,Anna Nagar,Tennur,Trichy",Moorthys Hospital Private Limited,Tamil Nadu,Tiruchirappalli,620017,0,0
"8-D, Ramarayar Street Tennur , Thillainagar",Priya Nursing Home- Tiruchirapalli,Tamil Nadu,Tiruchirappalli,620017,2740153,0
"No-1, 7Th Cross, Srinivasa Nagar, Trichy",R J Hospital,Tamil Nadu,Tiruchirappalli,620017,0,0
"95/1, Pattabiraman Street Tennur,Bhaarti",Retina Global Hospital,Tamil Nadu,Tiruchirappalli,620017,0431  2793656,0
"C-73,4Th Cross,Thillai Nagar,Tiruchirapalli",Sri Ranga Nursing Home,Tamil Nadu,Tiruchirappalli,620017,0,0
"No.17, Evr Road,Near Chinthamani Super Market,",Sundaram Hospital,Tamil Nadu,Tiruchirappalli,620017,0,0
"1E, Evr Road, Puthur, Trichy",Vasan Medical Centre,Tamil Nadu,Tiruchirappalli,620017,0,0
"31,Bishop Road,Puthur,Trichy",Vihas Hospital,Tamil Nadu,Tiruchirappalli,620017,0,0
"Assured Best Care Hospital P Ltd, No. 1, Malligai Salaiannamalai Nagar, Annamalai Nagar Main Road,",A B C Hospital,Tamil Nadu,Tiruchirappalli,620018,0,0
"C-1,N.E.Extn, 1 St Cross Street, Thillai Nagar,",Ananthagiri Hospital,Tamil Nadu,Tiruchirappalli,620018,0,0
"1, Annamalai Nagar,Main Road,Annamalai Nagar.","Assured Best Care Hospital (P) Ltd., ( Abc Hospital)",Tamil Nadu,Tiruchirappalli,620018,0,0
"No. 1, 5Th Cross, Thillainagar, Tiruchirapalli",Athreya Rentinal Centre,Tamil Nadu,Tiruchirappalli,620018,0,0
"A-6,11Th Cross (East),Thillaingar,Tiruchirappalli",Ayesha Hospital,Tamil Nadu,Tiruchirappalli,620018,0,0
"C-108,Fort Station Road,5Th Cross, Thillainagar,Makkal Mandram.",Cethar Healthcare Services Private Limited.,Tamil Nadu,Tiruchirappalli,620018,2482240,0
"Mtdto B2 S 10Th A Cross, Pallai Nagar",Dr S Chitra Lalitha Nursing Home,Tamil Nadu,Tiruchirappalli,620018,0,0
"C-124,5Th Cross,Thillainagar,Trichy",Dr.Vas Hospital For Eye and Children,Tamil Nadu,Tiruchirappalli,620018,0,0
"B-34, 11Th Cross, Thillai Nagar Trichy",Eeswari Nursing Home,Tamil Nadu,Tiruchirappalli,620018,0,0
"4-B 10Th Cross Street, Rahmaniyapuram, Thillainagar, Trichy",Fathima Maternity Home,Tamil Nadu,Tiruchirappalli,620018,0,0
"C,57 11Th Cross Thillai Nagar",Gastro Cre Hospital,Tamil Nadu,Tiruchirappalli,620018,2741119/4023440,0
"B-35,11Th Cross,Thillai Nagar,Trichy",Girish Clinic and Nursing Home,Tamil Nadu,Tiruchirappalli,620018,0,0
"C-40, Iii Rd Cross,,Thillainagar.",Jeyam Urological Centre,Tamil Nadu,Tiruchirappalli,620018,2750252,0
"B-2(S), X A Cross, Tiruchirapalli",Lalitha Nursing Home,Tamil Nadu,Tiruchirappalli,620018,0,0
"A10/156, Salai Road,Thillainagar.",Rana Maternity Hospital,Tamil Nadu,Tiruchirappalli,620018,2767536,0
"1St.Cross West,Thilli Nagar Trichy",Rasi Clinic,Tamil Nadu,Tiruchirappalli,620018,0,0
"C-12, 3Rd Cross East, Thillainasar,",Royal Pearl Hosptial,Tamil Nadu,Tiruchirappalli,620018,0,0
"No.A-20, Main Road, Thillainagar",Shakir Images Shanawaz Nursing Home,Tamil Nadu,Tiruchirappalli,620018,0,0
"A-20, Colony Main Road,Tennur High Road Mosque,Thillainagar",Shanawaz Nursing Home,Tamil Nadu,Tiruchirappalli,620018,0,0
"Annamalai Nagar, Salai Road, Trichy",Shree Akila Hospital,Tamil Nadu,Tiruchirappalli,620018,0,0
"C-106, 11-11-A Link Road Western Extension Thillainagar Tiruchy",Sri Lakshmi Nursing Home,Tamil Nadu,Tiruchirappalli,620018,0,0
"34, 7Th Cross, Thillai Nagar (West)",Sri Venkateshwara Hospital - Tiruchirapalli,Tamil Nadu,Tiruchirappalli,620018,2741234,0
"B-37,Sasthri Road,Vii Cross East, Thillai Nagar",Trichy Diabetes Speciality Centre(P) Ltd.,Tamil Nadu,Tiruchirappalli,620018,0,0
"10, Annamalai Nagar, Main Road Trichy",Vasan Eye Care Hospital,Tamil Nadu,Tiruchirappalli,620018,0,0
"C-165, 9Th A Cross, Thillaina, Trichy",Wellcare Hospital And Research Institute,Tamil Nadu,Tiruchirappalli,620018,0,0
"No. 77/4-B Vignes Nagar, Kuttur I Trichi",Vasan Eye Care Hospital(Unit Of Vasan Health Care Pvt Ltd),Tamil Nadu,Tiruchirappalli,620019,0,0
"Usman Ali Street, Tvs Tollgate, Trichy",Aditi Nursing Home,Tamil Nadu,Tiruchirappalli,620020,0,0
"Plot No. 5/5, Highways Colony, Trichy",Nalam Hospital,Tamil Nadu,Tiruchirappalli,620020,0,0
"1, Krishnamoorthy Nagar,.",Krishna Hospital,Tamil Nadu,Tiruchirappalli,620021,0,0
"Plot No : 19, Azad Nagar, First Street, Sathanoor Road, Tiruchirappalli",Renuga Nursing Home,Tamil Nadu,Tiruchirappalli,620021,0,0
"7, Dr. David Colony, Tiruchirappalli",Sri Ragvendra Nursing Home,Tamil Nadu,Tiruchirappalli,620021,0,0
"358/92-A,Extension,Opp To Police Qtrs,.",Annai Hospital,Tamil Nadu,Tiruchirappalli,621010,0,0
"2A2,Trichy Road, Trichy Dis, Thuraiyur",Balaji Hospital,Tamil Nadu,Tiruchirappalli,621010,0,0
Trichy Road Thuraiyau Thuraiyau Trichy,Nirmal Nursing Home,Tamil Nadu,Tiruchirappalli,621010,0,0
"Near Palakattu Mariyamman Kovil, Thuraitur",Sri Sakthi Hospitals And Medical Research Centre,Tamil Nadu,Tiruchirappalli,621011,0,0
"Irungalur, Mannachanallur, Trichy",Chennai Medical College Hospital and Research Centre,Tamil Nadu,Tiruchirappalli,621105,0,0
"No.18,Cutchey Street, Tirupattur",Kalyani Gajendran Hospital,Tamil Nadu,Tiruchirappalli,621105,220875,0
"3-B,Bus Stand Road,Jayankondam-621802",Mangalam Hospital,Tamil Nadu,Tiruchirappalli,621205,0,0
"37, Thathiyangarpettai Road Musiri Musiri Trichy",Lg Nursing Home,Tamil Nadu,Tiruchirappalli,621211,0,0
"131, Thuraiyur Road,Near Newbus Stand,Thathiengarpet.",Lakshmi Nursing Home,Tamil Nadu,Tiruchirappalli,621214,0,0
"1672/124, Sri Ragavendra Nagar, No.1, Tolgate, Bikshandar Koil, Trichy",Jayanti Hospital,Tamil Nadu,Tiruchirappalli,621216,0,0
"Bikshandar Kovil,,No,1, Tolgate.",Parkkavan Hospital,Tamil Nadu,Tiruchirappalli,621216,2591433,0
"20, Ramasamy Street,Kovilpatti Road,Near Government Hospital.",Dayal Nursing Home,Tamil Nadu,Tiruchirappalli,621306,0,0
"95, Trichy Road, Manapparai",G.K.M. Surgical Hospital,Tamil Nadu,Tiruchirappalli,621306,0,0
"189, Madhurai Road,.",Lakshmi Narayana Hospital,Tamil Nadu,Tiruchirappalli,621306,0,0
"Madurai Road,.",Sinduja Hospital,Tamil Nadu,Tiruchirappalli,621306,261711,0
"20/A, V Cross Paramasivapuram Lalgudi Lalgudi  Trichy",Dr Ramanathan Memorail Medical Centre,Tamil Nadu,Tiruchirappalli,621601,0,0
"Ariyalur Main Rd,Lalgudi Taluk,.",Sagayamatha Hospital,Tamil Nadu,Tiruchirappalli,621601,241304,0
"85-A, Anna Illam, 2Nd Cross, Paramasivapuram, Lalgudi, Trichy",Vignesh Nursing Home,Tamil Nadu,Tiruchirappalli,621601,0,0
"Swamy Nellaiappar High Road,Tirunelveli Junction,.",Aravind Eye Hospital,Tamil Nadu,Tirunelveli,627001,0,0
"Castle Wood, Tirunelveli",Getwell Hospital,Tamil Nadu,Tirunelveli,627001,0,0
"Madurai Road,Tirunelveli",Kidney Care Centre,Tamil Nadu,Tirunelveli,627001,0,0
"Madras Road, Opposite Ram Theatre","Lakshmi Hospitals, Tirunelveli",Tamil Nadu,Tirunelveli,627001,0,0
"8,9,10 Sivapuram Street, Tirunelveli Junction",R S P Cardio Thoracic Research Centre,Tamil Nadu,Tirunelveli,627001,0,0
"2Nd Sharon Street, Ngo Colony, Tirnelveli. Tirnelveli.",Royal Hospital For Children,Tamil Nadu,Tirunelveli,627001,0,0
"50-Ab/5, Ambai Road, Kulavanigarpuram Tirunelveli",Sabeena Hospital,Tamil Nadu,Tirunelveli,627001,0,0
"24/49-B, V.K.Road, Tirunelveli",Sankar Hospital,Tamil Nadu,Tirunelveli,627001,0,0
"82, Kailasapuram Middle Street, Tirunelveli Junction,",Shifa Hospitals,Tamil Nadu,Tirunelveli,627001,0,0
"Madurai Road,.",Subramaniam Nursing Home (Kidney Centre),Tamil Nadu,Tirunelveli,627001,2335379,0
"17 E, Perumal South Car Street,Near Pvt Theatre,Tirunelveli Junction.",Sugham Health Centre,Tamil Nadu,Tirunelveli,627001,0,0
"80,Trivandrum Road,Palayamkottai-",A.J.Hospital,Tamil Nadu,Tirunelveli,627002,0,0
"Eden,10/1,Main Road,Shanthinagar(OppositeManikoondu),Tirunelveli",Angel Heart Centre,Tamil Nadu,Tirunelveli,627002,0,0
"Post Box No- 10 Murugan Kurichi, Palayamkottai,",Annai Velankani Nursing Home,Tamil Nadu,Tirunelveli,627002,250166,0
"Post Box No. 107, Murugankurichi Palayamkottal",Annai Velankanni Nursing Home,Tamil Nadu,Tirunelveli,627002,0,0
"Tiruchendur Road, Palayamkottai",C S I Bellpins Indrani Chelladurai Mission Hospita,Tamil Nadu,Tirunelveli,627002,0,0
"1-D/2,North Highground Road,Diocesan Office Campus,Palayamkootai",Csi Jayaraj Annapackiam Mission Hospital,Tamil Nadu,Tirunelveli,627002,0,0
"R5, Chatram St, Murugankurichi,",Dr Agnes' Joseph Hospital,Tamil Nadu,Tirunelveli,627002,0462  258024,0
"10-B/1H/4, T.V.M Road, Vannarpettai ( Behind Iskcon Temple), Tirunelveli",Dr. Nambiyappan Hospitals,Tamil Nadu,Tirunelveli,627002,0,0
"176, A/6 Trivandrum Road, Opp: Jainsons Next To Selbam Jheatre, Vannar Pettai",Gomathi Hospital,Tamil Nadu,Tirunelveli,627002,250 1575,0
"Dr K. Pothilingam Hospitalpremises,Tvm High Road Tirunelveli",K.P Vigensh Dr,Tamil Nadu,Tirunelveli,627002,0,0
"68-D, East Car Street, Tirunelveli Town",Kanthimadhi Nursing Home,Tamil Nadu,Tirunelveli,627002,0,0
Palayamkottai,Pushpalatha Maternity And Surgical Nursing Home,Tamil Nadu,Tirunelveli,627002,0,0
"No.28, Sivan North Car Street, Palayamkottsi,",Sms Hospital,Tamil Nadu,Tirunelveli,627002,0,0
"Alaguvel Complex,Thisaiyanvilai-",St.Marys Hospital,Tamil Nadu,Tirunelveli,627002,0,0
"Land Mark Towers, 10/1/15,South Bye Pass Road, Opp:To Bsnl,Vannarpet,",Dr Agarwal's Eye Hospital,Tamil Nadu,Tirunelveli,627003,0,0
"110E/20/1, North By-Pass Road Vannarpet,",Galaxy Hospitals,Tamil Nadu,Tirunelveli,627003,0,0
"10/3, South Bye- Pass Road, Vannarpettai",Rosemary Mission Hospitals,Tamil Nadu,Tirunelveli,627003,0,0
"110-E/3,Rojavana Street,Barani Nagar,Vannarpettai,",Sankar Brain and Nerve Centre,Tamil Nadu,Tirunelveli,627003,0,0
"No.4,Salai Street, Tirunelveli",Shree Sudharson Hospitals,Tamil Nadu,Tirunelveli,627003,2501880,0
Tirunelveli,Sir Sakthi Hospital,Tamil Nadu,Tirunelveli,627003,0,0
"341/2, North Bye Pass Road, Vannarpettai,",Vasan Eye Care Hospital,Tamil Nadu,Tirunelveli,627003,0,0
District Science Centre Road Kokkirakulam,Devi Hospitals,Tamil Nadu,Tirunelveli,627004,0,0
"180,Chermadevi Road,Pettai",Kani Hospital,Tamil Nadu,Tirunelveli,627004,0,0
"21, Svk Chekkad St, Pettai Tirunelveli",Raaja Hospital,Tamil Nadu,Tirunelveli,627004,0,0
"48, H/5, Bye - Pass Road,New Bus Stand View.",Peace Health Centre,Tamil Nadu,Tirunelveli,627005,0,0
"1-A, Hameempuram North Street, Melapalayam",Selvan Hospital,Tamil Nadu,Tirunelveli,627005,0,0
Tirunelveli,Sri Ram Hospital,Tamil Nadu,Tirunelveli,627005,0,0
Tirunelveli Town 627006,Arun Nursing Home,Tamil Nadu,Tirunelveli,627006,0,0
